Id	Map	ClassName	MapId	Msg	Option1	Option2	Option3	Option4	Option5	Option6	Option7	Option8	Option9	Option10	Option11	Option12
607		sunan		Khiếm khuyết về thể xác không gọi là khổ, khiếm khuyết về nhân tính mới thật sự là khổ. Mọi tai họa trên thế gian đều do những người tay chân lành lặn mà tâm hồn khiếm khuyết gây nên.												
608		weijinde		Kẻ địch lớn nhất của chúng ta không phải là người khác, mà chính là bản thân chúng ta.												
609		yuyingnan		Nghe nói Hải tặc quyên góp tiền cho Thiền Viện và xin tá túc nơi đó. Thật nực cười!												
610		hongxi		Chúng ta phải biết chịu đựng sự xỉ vả, coi thường của người khác, và biết giữ cho tâm thái luôn ổn định.												
611		ruanzheng		Tin đồn là thứ đáng sợ nhất.												
612		zhouxuehui		Nêu lên cái tốt và giấu đi cái xấu của người khác, những cái đáng xấu hổ của mình không ai muốn nói cả.												
613		wangrenhu		Người khác mới gặp ta lần đầu đều hãi hùng khiếp sợ, phải chăng khi họ nhìn thấy tên ta đều không dám tiến lại gần.												
614		zhaolin		Người quân tử đường đường chính chính, kẻ tiểu nhân tính toán chi li! Ta đây là chính nhân quân tử.												
615		zhutong		Di chuyển giữa bụi gai thì dễ, xoay người trong ánh trăng dịu dàng thật khó khăn. Những gì xinh đẹp thường dễ mê hoặc người khác!												
616		dingshao		Cái quí giá nhất của thời gian chính là sự sở hữu.												
617		linyu		Ta ngủ một chút, nhớ đánh thức ta dậy…												
618		lvzunan		Đừng bao giờ tin vào nữ nhân, nữ nhân càng đẹp càng giỏi lừa người.												
619		yunerdao		Đại danh của Vân Thị Thất Đao chắc hẳn đã như sấm vang dội bên tai! Ta không dọa nhà ngươi nữa, này anh bạn trẻ hãy biết khiêm tốn hơn đi!												
620		yunsandao		Đại danh của Vân Thị Thất Đao chắc hẳn đã như sấm vang dội bên tai! Ta không dọa nhà ngươi nữa, này anh bạn trẻ hãy biết khiêm tốn hơn đi!												
621		yunsidao		Đại danh của Vân Thị Thất Đao chắc hẳn đã như sấm vang dội bên tai! Ta không dọa nhà ngươi nữa, này anh bạn trẻ hãy biết khiêm tốn hơn đi!												
622		yunwudao		Đại danh của Vân Thị Thất Đao chắc hẳn đã như sấm vang dội bên tai! Ta không dọa nhà ngươi nữa, này anh bạn trẻ hãy biết khiêm tốn hơn đi!												
623		yunliudao		Đại danh của Vân Thị Thất Đao chắc hẳn đã như sấm vang dội bên tai! Ta không dọa nhà ngươi nữa, này anh bạn trẻ hãy biết khiêm tốn hơn đi!												
624		yunqidao		Đại danh của Vân Thị Thất Đao chắc hẳn đã như sấm vang dội bên tai! Ta không dọa nhà ngươi nữa, này anh bạn trẻ hãy biết khiêm tốn hơn đi!												
625		qianlai		Người ta thường gọi ta là Tiểu Thái, ta chính là Tiểu Thái. Lúc đầu ta không hiểu là ý gì, sau này hỏi thăm mới biết đây là một cách gọi thân mật, thích lắm!												
626		zhuyoumu		Muốn được người khác kính trọng, hãy tự kính trọng mình trước.												
627		linghun		Lớp hậu nhân sau này rất ít người lễ phép khiêm nhường như nhà ngươi.												
628		zhuwen		Bước chân vào chốn giang hồ, đừng bao giờ bắt chuyện với người lạ mặt!												
629		beiqiangdeminnv		Mau mau rời khỏi, nơi này quá nguy hiểm!												
630		yunjiuniang		Thế gian phức tạp, giang hồ thâm sâu khó đoán, nếu sơ suất không cảnh giác, hậu quả sẽ khôn lường.												
631		xusanguan		Tình cảm sẽ theo dòng thời gian mà trôi vào quên lãng.												
632		renji		Ngươi có biết đạo lý một ngày làm thầy cả đời làm cha không? Là người đệ tử được thầy yêu mến tận tâm truyền nghề phải bíêt tôn sư trọng đạo.												
633		peidunvni		Nhân chi sơ, tính bản thiện, tính tương cận, tập tương viễn....Mỗi ngày nghe tiểu thư đọc sách ta cũng thuộc lòng được một vài câu, ha ha...												
634		wuxiangshitai		Tuyết trắng bay tựa bông, đời mộng nhạt như mây.												
635		yinye		Khi làm không sợ hãi, làm xong không hối hận, quan trọng nhất là không hổ thẹn với lương tâm.												
636		wuseng		Nhà ngươi cho rằng ta đến đây để chơi hay sao? Không! Ta thật sự muốn học võ công, ha ha ha!												
637		xiaonu		Thân làm nô lệ, nhưng tâm hồn của ta không phải là nô lệ. Ta thật ngưỡng mộ nhà ngươi có thể tự do ngao du thiên hạ, hy vọng một ngày nào đó cũng được như nhà ngươi.												
638		wudaozhenren		Báo thù, dã tâm, lẽ nào lòng dạ các ngươi lại hẹp hòi như vậy sao?												
639		lubike		Chiến mã nhung xa phá Hạ Lan, tráng chí kiêu hùng Hung Nô khiếp, thu mối sơn hà dâng cửa khuyết. Thiếu hiệp, thấy ngươi trưởng thành ta rất vui, <color=yellow>sau này ta sẽ không giao nhiệm vụ cho ngươi nữa, những quân doanh kia muốn vào cứ vào, sẽ tự nhận được nhiệm vụ.<color>												
640		yijunjingrui		Một lý tưởng hào hùng như vậy mà nhà ngươi chỉ hun đút trong vòng ba phút, thử hỏi trên đời này có thể nằm gai nếm mật hỏi được bao nhiêu người chứ?												
641		yijunshaobing		Một lý tưởng hào hùng như vậy mà nhà ngươi chỉ hun đút trong vòng ba phút, thử hỏi trên đời này có thể nằm gai nếm mật hỏi được bao nhiêu người chứ?												
642		huwei		Nhà ngươi đã từng bao giờ nếm mùi vị mắt nhìn thấy huynh đệ mình đang ngã xuống nhưng bất lực không làm gì được chưa? Nếu như sự hi sinh của chúng ta có thể đổi lấy sự bình yên của đất nước, thì cũng đáng để hy sinh.												
643		fuqizhu		Nhà ngươi và ta đều giống nhau...ta nhìn ra được chí hướng của ngươi..ngươi muốn ngao du khắp nơi thiên hạ! Ta nói có đúng không?												
644		liukoushouling		Thời đại này có quá nhiều tham quan ô lại, tiểu hiệp ngươi đây có thanh liêm đến thế nào cũng không thay đổi được đại cục, dù thanh danh của ta không tốt nhưng ta đây không hề hổ thẹn với lương tâm.												
645		xueying		Trong mắt nhà ngươi, ta là một người xấu xa. Thật ra chưa đến phút cuối, có ai lại muốn từ bỏ ước mơ của mình chứ?												
646		xisuidaoshangren		Bổn tiệm vừa nhập về một lô binh khí thượng đẳng, khách quan có muốn xem thử không?	"""<color=gold>[Bạc khóa]<color> Dược phẩm"",""Dialog:OpenShop"",14,7"	"""Dược phẩm"",""Dialog:OpenShop"",14,1"	"""Thực phẩm"",""Dialog:OpenShop"",21,1"	"""Vũ khí"",""Dialog:OpenShop"",146,1"	"""Không mua nữa"""							
647		xinshoufuliguan		Chào mừng đến với Kiếm Thế.												
648		shipotian		<color=yellow>Mỗi cá nhân đều có nghiệp chướng và nhân quả,…….<color><enter><color=red>Quyết Chiến Dạ Lam Quan<color><enter>    <color=yellow>[Thắng thua]<color><enter>    <color=green>Trong vòng 10 phút chiến đấu, đánh đổ được doanh trại đối phương sẽ nhận phần thắng. Trong vòng 10 phút doanh trại hai bên đều chưa bị đánh đổ thì dựa vào điểm tích lũy để phân thắng bại, điểm tích lũy bên nào cao hơn sẽ giành phần thắng.<color><enter><color=yellow>Mỗi trận đấu ít nhất phải có 8 người mới có thể mở.<color><enter><color=green>Sau khi vào Dạ Lam Quan không thể sử dụng kỹ năng và tấn công, thực hiện thao tác đều bắt buộc sử dụng các đạo cụ (đã đưa vào phím tắt). Phải tiêu hao quân hưởng để xây dựng và thăng cấp kiến trúc, có thể nhận được khả năng công phòng.<color><enter><color=yellow>Xây dựng và phá hủy kiến trúc với quân địch sẽ nhận được quân hưởng, điểm tích lũy.<color><enter><color=green>5 loại đạo cụ binh chủng đặc biệt, Tiêu Tháp có thể phát huy tác dụng phòng ngự nhưng không tạo ra sĩ binh.  Sau khi thăng cấp kiến trúc sẽ tạo ra sĩ binh tướng dũng mãnh.<color><enter><color=yellow>Khi ở trong tình hình nguy cấp có thể ở đại doanh phe mình thi triển kỹ năng Khuynh Thành Tất Sát thì có thể xoay chuyển tình thế.<color><enter><enter>Quyết Chiến Dạ Lam Quan là trí tuệ và ký kết ngầm của các hiệp sĩ, chúc bạn may mắn.												
649		xialuoyao		Không gặp nhau sẽ không luyến nhớ.<enter>Không hiểu nhau sẽ khỏi tương tư.<enter>Không chung đường sẽ không lỗi hẹn.<enter>Không luyến nhớ sẽ không ân hận.<enter>Không yêu sẽ không phải đau khổ.<enter>Không hẹn hò sẽ không giận hờn.<enter>Không hiểu lầm sẽ không trách cứ.<enter>Không hứa hẹn sẽ không thất hứa.<enter>Không dựa dẫm sẽ không hụt hẫng.<enter>Không hợp thì không có tan.<enter>Không đồng sàng sẽ không cùng mộng.<enter>Tự do tự tại là hạnh phúc nhất cõi đời này.												
650		bingqipulaoban	2115	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
651		bingqipulaoban	2116	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
652		bingqipulaoban	2117	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
653		bingqipulaoban	2118	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
654		bingqipulaoban	2119	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
655		bingqipulaoban	2120	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
656		bingqipulaoban	2121	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
657		fangjupulaoban	2115	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
658		fangjupulaoban	2116	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
659		fangjupulaoban	2117	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
660		fangjupulaoban	2118	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
661		fangjupulaoban	2119	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
662		fangjupulaoban	2120	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
663		fangjupulaoban	2121	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
664		weiminglinggong		Sống hay chết thì đã sao? Lão phu thống lĩnh năm vạn quân trấn thủ tại đây, đã không nghĩ đến chuyện quay về.												
665		rendexiao		Thà bắn thương ưng không bắn thỏ, thà bắt mãnh hổ không bắt cáo!												
666		renduosuoding		Quân Mông Cổ cướp gia súc, sát hại tộc ta, ta bắt chúng phải trả món nợ này.												
667		renduobaozhong		Trời đất bao la, không gian rộng mở. Địa linh nhân kiệt, thánh tinh tề tựu.												
668		sunuer		Nói nhỏ cho ngươi biết, ta vốn là người Kiến Khang Giang Nam, ngươi từng nghe Thập Lý Tần Hoài Yên Hoa Hạng chưa? Nếu lần này thắng trận, có muốn cùng ta đến đó không?												
669		weizhongxian		Cái gì? Ngươi muốn hỏi thăm tin tức Long Hồn Giám? Ngươi biết quá nhiều rồi!												
670		liyinfu		Từ khi đến đây, ta không khi nào chợp mắt được, đầu óc ta luôn hiển hiện ánh mắt đau khổ của thê tử lúc từ biệt.												
671		beibangdefulu		Ư.. ư...												
672		lidonghai		Khắc Di Môn tuy là bình phong che chắn Trung Đô, nhưng trấn thủ không phải kế lâu dài, tiếp theo phải làm thế nào?												
673		taimeng		Nơi này gió cát mạnh, ngươi mới đến cũng được xem là khách quý, mời vào lều sưởi ấm.												
674		zhuxingnian		Thuật chiến thắng cần quan sát kẻ địch, thừa cơ hành động tấn công địch.												
675		shidimeng		Ta không thích đánh nhau, kỳ lạ lắm sao? Nhìn các huynh đệ lần lượt chiến tử sa trường thật không hề dễ chịu, đó chính là sự tàn khốc của chiến tranh.												
676		kexiaoxu		Muốn ta kính trọng ngươi? Hãy thắng ta trước rồi hãy nói!												
677		tiemuzhen		Nơi nào có cỏ xanh bao phủ, nơi đó chính là thảo nguyên chăn ngựa của đế quốc Mông Cổ ta.												
678		beierjite		Tuy chúng ta bất đồng ngôn ngữ, nhưng ta có thể thấy được khát vọng tự do trong mắt ngươi, chúng ta là bằng hữu!												
679		wokuotai		Tây Hạ không thể chống cự được lâu nữa, sớm muộn gì chúng ta cũng chiếm được Khắc Di Môn.												
680		alatanzang		Ta thật không nhớ đã sát hại bao nhiêu người. Ta chỉ nhớ khoảnh khắc khi họ ngã xuống, ánh mắt đầy sợ hãi và tuyệt vọng, cảm giác đó ta chưa từng trải qua.												
681		nisigebari		Ngựa tốt có nhiều chủ, người tốt có nhiều bạn. Ngươi muốn làm một con ngựa tốt hay một người tốt?												
682		woqier		Còn nhớ đàn chim bên Hô Luân Hồ không? Chúng tự do bay lượn, thật khiến ta ngưỡng mộ!												
683		xijinmanda		Đứng im! Nguyên soái có lệnh, người không phận sự miễn vào!												
684		beiqindefulu		Muốn biết tình báo Tây Hạ? Không nói cho ngươi biết!												
685		sanagari		Đại hội Đạt Mộ năm ngoái thật đáng nhớ, mong chúng ta nhanh chóng thắng lợi, có thể đến đồng cỏ thử sức!												
686		hanggai		Chiến tranh cần thần tốc, không cần nhiều binh lực. Trước kẻ địch, kỵ binh chúng ta tấn công nhanh như chớp, có thể một chiêu khống chế địch!												
687		boteqige		Tuấn mã chạy nhanh mới rong ruổi thảo nguyên, thương ưng vỗ cánh mới bay lượn trời cao.												
688		muertiezhi		Tây Hạ trong mắt ta chỉ là một cừu con yếu đuối, bắt sống hay mổ thịt là theo ý nguyên soái.												
689		ladebuxing		Ngươi đến rất đúng lúc, hôm nay quân doanh mở tiệc lớn, có ngửi thấy mùi thịt cừu nướng không? Đúng rồi, còn có rượu sữa ngựa, ngươi nhất định phải thử!												
690	Cổ Mộ	bingqipulaoban	2261	Hi hi! Có vũ khí của ta trong tay, muốn trở thành đệ nhất võ lâm cao thủ dễ như trở bàn tay. Khách quan hãy mua 1 cái đi, sau đó đến chỗ Tạ Hiền mua chiếc phi phong, chắc chắn sẽ rất oai!	"""Kiếm"",""Dialog:OpenShop"",2,1"	"""Tụ tiễn"",""Dialog:OpenShop"",9,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"			"""Không mua nữa"""						
691		bingqipulaoban	2154	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
692		fangjupulaoban	2154	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
693		bingqipulaoban	2254	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
694		fangjupulaoban	2254	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
695		bingqipulaoban	2255	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
696		fangjupulaoban	2255	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
697		bingqipulaoban	2256	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
698		fangjupulaoban	2256	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
699		bingqipulaoban	2257	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
700		fangjupulaoban	2257	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
701		bingqipulaoban	2258	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
702		fangjupulaoban	2258	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
703		bingqipulaoban	2259	Chiêu mộ đây! Bao ăn ở, 1 tháng 10 lượng bạc…Biết ủ rượu, tuổi trẻ, khỏe mạnh và không được đẹp trai hơn ta!												
704		fangjupulaoban	2259	Mời ghé vào xem, trang bị của ta tuy không bằng phi phong của Tạ Hiền, nhưng cũng là tâm huyết do một tay ta làm ra!	"""Giày, thắt lưng"",""Dialog:OpenShop"",11,1"	"""Hộ uyển, thủ trạc"",""Dialog:OpenShop"",13,1"	"""Khoáng thạch"",""Dialog:OpenShop"",16,1"	"""Da"",""Dialog:OpenShop"",20,1"	"""Vải"",""Dialog:OpenShop"",17,1"	"""Không mua nữa"""						
705		zishuqing		Thư Thanh không biết cái gì gọi là chí tại bốn phương. Việc cố chấp của Thư Thanh chỉ liên quan đến một người, nhưng không thể để người đó biết.												
706		lvguanjia		Lão phu biết rất nhiều bí mật…mà người biết quá nhiều thường rất khó yên thân. Lão phu chỉ hy vọng lúc còn sống có thể làm chút việc cho Lã gia để báo ân.												
707		xizi		Hắn quay đầu nhìn ta à, chuyện gì đây? Ta và hắn là 2 người khác nhau, không sống chung, không cùng trải qua khó khăn, càng không thể chết cùng.												
708		luwangsheng		Ngươi nói tình thâm không thọ, trước giờ ta không tin, không ngờ lại đúng như vậy…con của ngươi rất khỏe khoắn, ta sẽ chăm sóc nó.												
