Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
Bùi Dực Phi	Bùi Dực Phi_[Cát Hà Lĩnh]	114		3	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27	peiyifei		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy001.spr	1			
Bùi Dực Phi	Bùi Dực Phi_[Cát Hà Lĩnh 3 chiến]	115		0	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity6	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy001.spr	1	3		
Đệ Tử Hồng Kỳ	Đệ Tử Hồng Kỳ_[Phi chiến]	116		3	5	2				enemy108	0	0	0	0	0	36	36	20	11	10	27	hongqidizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy108.spr	1			
Đệ Tử Hồng Kỳ	Đệ Tử Hồng Kỳ_[Chiến]	117		0	5	2				enemy108	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy108.spr	1			
Đệ Tử Hắc Kỳ	Đệ Tử Hắc Kỳ_[Chiến]	118		0	5	2				enemy106	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillrange	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy106.spr	1	1		
Đệ Tử Bạch Kỳ	Đệ Tử Bạch Kỳ_[Chiến]	119		0	5	2				enemy115	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillfist	intensity1	sc	7	7	250	700	450		18	\image\item\other\sculpt\enemy115.spr	1	1		
Võ Sĩ Cái Bang	Võ Sĩ Cái Bang_[Xích Điền]	120		0	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillmidrange	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy039.spr	1	1		
La Phong	La Phong_[Xích Điền]	121		3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	luofeng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
Cơ Chú	Cơ Chú_[Vấn Tâm]	122		3	5	2				passerby090	0	0	0	0	0	36	36	20	11	10	27	jizhu1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy066.spr	1			
Ân Phương	Ân Phương_[Vấn Tâm]	123		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27	yinfang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
Ân Đồng	Ân Đồng_[Vấn Tâm]	124		3	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27	yintong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby027.spr	1			
Ân Phương	Ân Phương_[Vấn Tâm Chiến]	125		0	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	intensity0	sc	7	7	400	700	810		18	\image\item\other\sculpt\passerby061.spr	1			
Ân Đồng	Ân Đồng_[Vấn Tâm Chiến]	126		0	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	intensity0	sc	7	7	400	700	810		18	\image\item\other\sculpt\passby027.spr	1			
Người Thần Bí	Người Thần Bí	127		0	5	2				enemy043	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy107.spr	1			
Hộ Pháp Hồng Kỳ	Hộ Pháp Hồng Kỳ	128		0	5	2				enemy111	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy111.spr	1	1		
Lan Tùng Lâm	Lan Tùng Lâm_[Trích Tinh Bình]	129		0	5	2				enemy064	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillrange	intensity5	sc	7	7	400	700	180		18	\image\item\other\sculpt\enemy064.spr	1	3		
Ngư Tàng Phong	Ngư Tàng Phong_[Trích Tinh Bình]	130		0	5	2				enemy126	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity5	sc	7	7	400	700	180		18	\image\item\other\sculpt\enemy153.spr	1	3		
Điệp Phiêu Phiêu	Điệp Phiêu Phiêu_[Vô Vong Phong chiến]	131		0	5	2				enemy023	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillmelee	intensity6	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy023.spr	1	3		
Điệp Phiêu Phiêu	Điệp Phiêu Phiêu_[Vô Vong Phong phi chiến]	132		3	5	2				enemy023	0	0	0	0	0	36	36	20	11	10	27	diepiaopiao		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy023.spr	1			
Hồ Hiến Cơ	Hồ Hiến Cơ_[Ưng Chủy Nhai]	133		0	5	2				enemy020	0	0	0	0	0	36	36	20	11	10	27		passivenormal	fleeskillmelee	intensity6	sc	7	7	400	700	180		18	\image\item\other\sculpt\enemy020.spr	1	3		
La Phong	La Phong_[Ưng Chủy Nhai]	134		3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	luofeng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
Đệ Tử Hoàng Kỳ	Đệ Tử Hoàng Kỳ_[Chiến]	135		0	5	2				enemy109	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity1	sc	7	7	350	700	450		18	\image\item\other\sculpt\enemy109.spr	1	1		
Thạch Hiên Viên	Thạch Hiên Viên_[Tuyệt Thạch Đỉnh]	136		3	5	2				enemy042	0	0	0	0	0	36	36	20	11	10	27	jueshiding		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy065.spr	1			
Dương Thiết Tâm	Dương Thiết Tâm_[Tuyệt Thạch Đỉnh]	137		3	5	2				enemy006	0	0	0	0	0	36	36	20	11	10	27	yangtiexin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy006.spr	1			
Cổ Yên Nhiên	Cổ Yên Nhiên_[Tuyệt Thạch Đỉnh]	138		3	5	2				enemy024	0	0	0	0	0	36	36	20	11	10	27	guyanran		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy024.spr	1			
Thạch Hiên Viên	Thạch Hiên Viên_[Tụ Nghĩa]	139		3	5	2				enemy042	0	0	0	0	0	36	36	20	11	10	27	shixuanyuan1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy065.spr	1			
Dương Thiết Tâm	Dương Thiết Tâm_[Tụ Nghĩa]	140		3	5	2				enemy006	0	0	0	0	0	36	36	20	11	10	27	yangtiexin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy006.spr	1			
Bùi Dực Phi	Bùi Dực Phi_[Tụ Nghĩa]	141		3	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27	peiyifei1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy001.spr	1			
La Phong	La Phong_[Tụ Nghĩa]	142		3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	luofeng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
Võ Sĩ Cái Bang	Võ Sĩ Cái Bang_[Tụ Nghĩa]	143		3	5	2				enemy039	0	0	0	0	0	36	36	20	11	10	27	gaibangwushi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy039.spr	1			
Võ Sĩ Thiên Vương	Võ Sĩ Thiên Vương_[Tụ Nghĩa]	144		3	5	2				enemy081	0	0	0	0	0	36	36	20	11	10	27	tianwangwushi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy081.spr	1			
Đệ Tử Thủ Đài	Đệ Tử Thủ Đài_[Tổng Hợp]	145		3	5	2				enemy055	0	0	0	0	0	36	36	20	11	10	27	shoutaidizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
Tạ Vũ Điền	Tạ Vũ Điền_[Tổng Hợp]	146		3	5	2				enemy059	0	0	0	0	0	36	36	20	11	10	27	xieyutian		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy059.spr	1			
Hoang Hành Tử	Hoang Hành Tử_[Tổng Hợp]	147		3	5	2				enemy049	0	0	0	0	0	36	36	20	11	10	27	huanghengzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy049.spr	1			
Ngọc Hư Tử	Ngọc Hư Tử_[Tổng Hợp]	148		3	5	2				enemy064	0	0	0	0	0	36	36	20	11	10	27	yuxuzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy064.spr	1			
Phi Quang Tử	Phi Quang Tử_[Tổng Hợp]	149		3	5	2				enemy061	0	0	0	0	0	36	36	20	11	10	27	feiguangzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
Long Khiếu Thiên	Long Khiếu Thiên_[Tổng Hợp]	150		3	5	2				enemy051	0	0	0	0	0	36	36	20	11	10	27	longjiaotian		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy051.spr	1			
Tuyệt Trần Tử	Tuyệt Trần Tử_[Tổng Hợp]	151		3	5	2				enemy062	0	0	0	0	0	36	36	20	11	10	27	juechenzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy062.spr	1			
Bạt Sơn Tử	Bạt Sơn Tử_[Tổng Hợp]	152		3	5	2				enemy063	0	0	0	0	0	36	36	20	11	10	27	bashanzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
Phiêu Bình Kiếm Khách	Phiêu Bình Kiếm Khách	153		3	5	2				passerby016	0	0	0	0	0	36	36	20	11	10	27	piaopingjianke		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy153.spr	1			
Thu Thạch Tiên Sinh	Thu Thạch Tiên Sinh_[Âm Sơn 1]	154		3	5	2				enemy060	0	0	0	0	0	36	36	20	11	10	27	qiushixiansheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy060.spr	1			
Ngọc Hư Tử	Ngọc Hư Tử_[Âm Sơn 1]	155		3	5	2				enemy064	0	0	0	0	0	36	36	20	11	10	27	yuxuzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy064.spr	1			
Ngọc Hư Tử	Ngọc Hư Tử	156		0	5	1				enemy064	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	fellow2	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy064.spr	1			
Công Dương Thái	Công Dương Thái_[Phi chiến]	157		3	5	2				enemy073	0	0	0	0	0	36	36	20	11	10	27	gongyangtai		sk	pp	sc	6	6	400	700	510		18		1			
Công Dương Thái	Công Dương Thái_[Chiến đấu]	158		0	5	1				enemy073	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity5	sc	7	7	300	700	810		18		1	3		
Lý Cảnh Vũ	Lý Cảnh Vũ_[Kiến Tính Phong phi chiến]	159		3	5	2				enemy074	0	0	0	0	0	36	36	20	11	10	27	lijingwu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy070.spr	1			
Lý Cảnh Vũ	Lý Cảnh Vũ_[Kiến Tính Phong chiến]	160		0	5	1				enemy074	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	fellow2	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy070.spr	1			
Lý Cảnh Vũ	Lý Cảnh Vũ_[Âm Sơn 2]	161		3	5	2				enemy074	0	0	0	0	0	36	36	20	11	10	27	lijingwu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy070.spr	1			
Thu Thạch Tiên Sinh	Thu Thạch Tiên Sinh_[Âm Sơn 2]	162		3	5	2				enemy060	0	0	0	0	0	36	36	20	11	10	27	qiushixiansheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy060.spr	1			
Đệ Tử Tuần Sơn	Đệ Tử Tuần Sơn	163		3	5	2				enemy055	0	0	0	0	0	36	36	20	11	10	27	xunshandizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
Võ Sĩ Thủ Quan	Võ Sĩ Thủ Quan	164		3	5	2				passerby096	0	0	0	0	0	36	36	20	11	10	27	shouguanwushi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy081.spr	1			
Mã Tặc	Mã Tặc_[Kiến Tính Phong]	165		0	5	1				enemy096	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillsword	intensity1	sc	10	7	300	700	540		18	\image\item\other\sculpt\enemy039.spr	1	1		
Tạ Tùng Nhai	Tạ Tùng Nhai	166		0	5	1				enemy099	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillfist	intensity3	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy099.spr	1	2		
Lâu Tây Phạm	Lâu Tây Phạm	167		0	5	1				enemy099	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillmidrange	intensity3	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy099.spr	1	2		
Tẩy Hải Thanh	Tẩy Hải Thanh	168		0	5	1				enemy099	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillrange	intensity3	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy099.spr	1	2		
Dư Trường Hận	Dư Trường Hận	169		0	5	1				enemy099	0	0	0	0	0	24	26	20	10	20	27		passiveflee	fleeskillmelee	intensity3	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy099.spr	1	2		
Kiếm Vệ	Kiếm Vệ	170		0	5	1				enemy113	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillsword	intensity3	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy113.spr	1	2		
Đao Vệ	Đao Vệ	171		0	5	1				enemy116	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillmidrange	intensity3	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy116.spr	1	2		
Thương Vệ	Thương Vệ	172		0	5	1				enemy128	0	0	0	0	0	24	26	20	10	20	27		passiveflee	fleeskillmelee	intensity3	sc	7	7	300	700	270		18	\image\item\other\sculpt\enemy128.spr	1	2		
Quyền Vệ	Quyền Vệ	173		0	5	1				enemy120	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillfist	intensity3	sc	7	7	400	700	270		18	\image\item\other\sculpt\enemy120.spr	1	2		
Phiêu Bình Kiếm Khách	Phiêu Bình Kiếm Khách_[Văn Khúc Động]	174		3	5	2				passerby016	0	0	0	0	0	36	36	20	11	10	27	piaopingjianke		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy153.spr	1			
Lý Thăng Dương	Lý Thăng Dương_[Quan Long Đài]	175		3	5	2				enemy075	0	0	0	0	0	36	36	20	11	10	27	lishengyang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy075.spr	1			
Lý Thăng Dương	Lý Thăng Dương_[Hộ tống]	176		0	5	1				enemy075	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	fellow2	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy075.spr	1			
Ngụy Trường Phong	Ngụy Trường Phong_[Long Hổ Huyễn Cảnh]	177		3	5	2				enemy050	0	0	0	0	0	36	36	20	11	10	27	weichangfeng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy050.spr	1			
Thiết Vệ Nhất Phẩm Đường	Thiết Vệ Nhất Phẩm Đường	178		3	5	2				passerby091	0	0	0	0	0	36	36	20	11	10	27	yipintangtiewei		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
Thủ Lĩnh Mã Tặc	Thủ Lĩnh Mã Tặc	179		0	5	1				enemy069	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillrange	intensity5	sc	12	7	600	900	720		18	\image\item\other\sculpt\enemy073.spr	1	3		
Võ Sĩ Nhất Phẩm Đường	Võ Sĩ Nhất Phẩm Đường_[Bình Phong Đạo]	180		3	5	2				passerby091	0	0	0	0	0	36	36	20	11	10	27	yipintangwushi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1			
Du Lạc Thiên	Du Lạc Thiên_[Bình Phi]	181		3	5	2				enemy067	0	0	0	0	0	36	36	20	11	10	27	youletian		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy113.spr	1			
Du Lạc Thiên	Du Lạc Thiên_[Bình Chiến]	182		0	5	1				enemy067	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy113.spr	1	3		
Đào Vĩnh Xương	Đào Vĩnh Xương_[Đào Cư 4]	183		3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	taoyongchang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy053.spr	1			
Truyền Nhân Thiên Long Môn	Truyền Nhân Thiên Long_[Chiến]	184		0	5	1				enemy121	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillmidrange	intensity1	sc	7	7	300	700	450		18		1	1		
Truyền Nhân Địa Đường Đao	Truyền Nhân Địa Đường Đao_[Chiến]	185		0	5	1				enemy107	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillsword	intensity0	sc	7	7	350	700	900		18		1			
Đào Vĩnh Xương	Đào Vĩnh Xương_[Giải Kiếm Trì]	186		3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	taoyongchang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy053.spr	1			
Đào Vĩnh Xương	Đào Vĩnh Xương_[Hộ tống]	187		0	5	1				enemy053	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	fellow1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy053.spr	1			
Đào Vĩnh Xương	Đào Vĩnh Xương_[Thanh Hư 2]	188		3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	taoyongchang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy053.spr	1			
Nhất Diệp Chân Nhân	Nhất Diệp Chân Nhân_[Thanh Hư 2]	189		3	5	2				enemy052	0	0	0	0	0	36	36	20	11	10	27	yiyezhenren		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy052.spr	1			
Vương Trùng Dương	Vương Trùng Dương_[Vân Lộc 1]	190		3	5	2				enemy054	0	0	0	0	0	36	36	20	11	10	27	wangchongyang1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy054.spr	1			
Truyền Nhân Thiên Long Môn	Truyền Nhân Thiên Long_[Phi chiến]	191		3	5	2				enemy121	0	0	0	0	0	36	36	20	11	10	27	tianlongmenchuanren		sk	pp	sc	6	6	400	700	510		18		1			
Thủ Lĩnh Địa Đường Đao	Thủ Lĩnh Địa Đường Đao_[Phi chiến]	192		3	5	2				enemy107	0	0	0	0	0	36	36	20	11	10	27	ditangdaotouling		sk	pp	sc	6	6	400	700	510		18		1			
Đào Vĩnh Xương	Đào Vĩnh Xương_[Đào Cư 1]	193		3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	taoyongchang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy053.spr	1			
Liên Châu Tiễn Khách	Liên Châu Tiễn Khách	194		0	5	1				enemy128	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy098.spr	1			
Đào Phạm Pháp Nhân Uyên	Đào Phạm Pháp Nhân Uyên	195		0	5	1				enemy013	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillfist	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy013.spr	1			
Thích Khách Bịt Mặt	Thích Khách Bịt Mặt	196		0	5	1				enemy113	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity0	sc	6	6	250	700	540		18	\image\item\other\sculpt\enemy113.spr	1			
Thần Bí Lão Giả	Thần Bí Lão Giả	197		3	5	2				passerby109	0	0	0	0	0	36	36	20	11	10	27	shenmilaozhe	passivenormal	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy078.spr	1			
Vương Trùng Dương	Vương Trùng Dương_[Nam Thiên Môn]	198		3	5	2				enemy054	0	0	0	0	0	36	36	20	11	10	27	wangchongyang1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy054.spr	1			
Không Vô Đại Sư	Không Vô Đại Sư_[Nam Thiên Môn]	199		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	kongwudashi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
Không Vô Đại Sư	Không Vô Đại Sư_[Đào Cư 2]	200		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	kongwudashi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
Đào Vĩnh Xương	Đào Vĩnh Xương_[Đào Cư 2]	201		3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	taoyongchang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy053.spr	1			
Không Vô Đại Sư	Không Vô Đại Sư_[Hộ tống]	202		0	5	1				enemy012	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	fellow1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy012.spr	1			
Rắn Hổ	Rắn Hổ_[Long Hổ]	203		0	5	1				ani017	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillmidrange	intensity1	sc	7	7	300	700	450		18	ani017	1	1		
Vương Trùng Dương	Vương Trùng Dương_[Vân Lộc 2]	204		3	5	2				enemy054	0	0	0	0	0	36	36	20	11	10	27	wangchongyang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy054.spr	1			
Không Vô Đại Sư	Không Vô Đại Sư_[Vân Lộc 2]	205		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	kongwudashi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
Không Vô Đại Sư	Không Vô Đại Sư_[Chiến đấu]	206		0	5	1				enemy012	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity6	sc	7	7	400	700	180		18	\image\item\other\sculpt\enemy012.spr	1	3		
Đào Vĩnh Xương	Đào Vĩnh Xương_[Đào Cư 3]	207		3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	taoyongchang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy053.spr	1			
Nhất Diệp Chân Nhân	Nhất Diệp Chân Nhân_[Đào Cư 4]	208		3	5	2				enemy052	0	0	0	0	0	36	36	20	11	10	27	yiyezhenren		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy052.spr	1			
Thái Dược Nhân	Thái Dược Nhân	209		0	5	1				enemy039	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillrange	intensity0	sc	6	6	350	700	540		18	\image\item\other\sculpt\enemy097.spr	1			
Tri Khách Tăng	Tri Khách Tăng	210		3	5	2				enemy007	0	0	0	0	0	36	36	20	11	10	27	zhikeseng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy007.spr	1			
Huyền Từ Đại Sư	Huyền Từ Đại Sư_[Sơ Tổ Yêm]	211		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	xuanci		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
Huyền Khổ Đại Sư	Huyền Khổ Đại Sư_[Đạt Ma Ảnh Thạch]	212		3	5	2				enemy010	0	0	0	0	0	36	36	20	11	10	27	xuanku		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy010.spr	1			
Trừng Huệ	Trừng Huệ_[Tiệm Cháo]	213		3	5	2				enemy008	0	0	0	0	0	36	36	20	11	10	27	chenghui		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy008.spr	1			
Lý Giáp	Lý Giáp	214		0	5	1				enemy145	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity3	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy014.spr	1	2		
Tăng Vi	Tăng Vi	215		0	5	1				enemy146	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity3	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy013.spr	1	2		
Vương Báo	Vương Báo	216		0	5	1				enemy120	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity3	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy015.spr	1	2		
Thân Di	Thân Di	217		0	5	1				enemy127	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity3	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy016.spr	1	2		
Huyền Từ Phương Trượng	Huyền Từ Phương Trượng_[Tiệm Cháo]	218		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	xuanci		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
Huyền Từ Phương Trượng	Huyền Từ Phương Trượng_[Hồi Phong Giác Thảo Đường]	219		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	xuanci		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
Trừng Quang	Trừng Quang_[Hồi Phong Giác Thảo Đường]	220		3	5	2				enemy011	0	0	0	0	0	36	36	20	11	10	27	chengguang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy011.spr	1			
Cơ Dân	Cơ Dân	221		0	5	1				enemy125	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillrange	intensity0	sc	6	6	350	700	540		18	\image\item\other\sculpt\enemy097.spr	1			
Đệ Tử hộ xa	Đệ Tử hộ xa	222		3	5	2				enemy007	0	0	0	0	0	36	36	20	11	10	27	huchedizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy037.spr	1			
Huyền Từ Phương Trượng	Huyền Từ Phương Trượng_[Hồi Phong Giác Thảo Đường 2]	223		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	xuanci		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy012.spr	1			
Cơ Dân	Cơ Dân (đứng)	224		3	5	2				passerby114	0	0	0	0	0	36	36	20	11	10	27	jimin		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy012.spr	1			
Trịnh Hảo	Trịnh Hảo	225		3	5	2				passerby114	0	0	0	0	0	36	36	20	11	10	27	zhenghao		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy098.spr	1			
Chu Tự Lực	Chu Tự Lực	226		3	5	2				passerby114	0	0	0	0	0	36	36	20	11	10	27	zhuzili		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy098.spr	1			
Hách Uy Tỏa 	Hách Uy Tỏa_[Chiến đấu]	227		0	5	1				enemy039	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity5	sc	7	7	300	700	810		18		1	3		
