SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
Câu Hồn Tĩnh	Cạm bẫy	71	5	1	1		trap	1			-1			\image\icon\fightskill\tangmen\gouhunjing.spr		\audio\fightskill\tangmen\tm_dcg_h.wav	\audio\fightskill\tangmen\tm_dcg_h.wav	0	0	0			0	0	0	96	0	0	0	46	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	883	0	0	40	20	22	1	0	0	0		0					0	4	0	0	1	gouhunjing	Võ công trung cấp Đường Môn, dùng phi đao tấn công tầm xa một đối thủ.
Tiểu Lý Phi Đao	Chủ động	72	5	1	2		atk_phy_far	1			-1			\image\icon\fightskill\tangmen\xiaolifeidao.spr	168	\audio\fightskill\tangmen\tm_xlfd_f.wav	\audio\fightskill\tangmen\tm_xlfd_f.wav	0	0	0			0	0	0	520	0	0	0	47	-1	1	1	9	1	0	0	0	0	0	0	0	1	1	0	enemy	1	236	0	0	0	0	0	50	20	22	1	0	0	0		0					0	0	0	2	1	xiaolifeidao	Cạm bẫy trung cấp Đường Môn, khiến địch trong phạm vi lớn mỗi giây chịu sát thương 1 lần, duy trì 10 giây.
Triền Thân Thích	Hỗ trợ bị động	73	5	1	1		trap	1			-1			\image\icon\fightskill\tangmen\chanshenci.spr		\audio\fightskill\tangmen\tm_csc_h.wav	\audio\fightskill\tangmen\tm_csc_h.wav	0	0	0			0	0	0	96	0	0	0	48	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	70	20	22	1	0	0	0		0					0	0	0	0	1	chanshenci	Bí thuật cạm bẫy trung cấp Đường Môn, thi triển Độc Thích Cốt và Câu Hồn Tĩnh có tỷ lệ nhất định tạo thành hiệu quả làm chậm và bất động.
Cơ Quan Bí Thuật	Hỗ trợ chủ động	74	5	1	1		trap	1			-1			\image\icon\fightskill\tangmen\luanhuanji.spr		\audio\fightskill\tangmen\tm_dcg_h.wav	\audio\fightskill\tangmen\tm_dcg_h.wav	0	0	0			0	0	0	96	0	0	0	49	-1	1	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0		187	0	90	20	22	1	0	0	0		0					0	0	0	2	1	luanhuanji	Bí thuật cạm bẫy cao cấp Đường Môn, khi thi triển sẽ cộng dồn 1 tầng bí thuật cơ quan, giảm sát thương bản thân gây ra, khiến phần cạm bẫy sát thương khi đánh trúng địch sẽ tiêu hao toàn bộ cơ quan bí thuật để cộng dồn thêm số lần tấn công; khi bị đánh trúng sẽ mất 1 tầng trạng thái và thi triển 1 cạm bẫy
Tâm Phách	Hỗ trợ bị động	75	3					1			-1			\image\icon\fightskill\tangmen\xinpo.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	xinpo	Tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Huyết Đao Độc Sát	Chủ động	76	5	0	1		atk_phy_far	1			1			\image\icon\fightskill\wudu\xuedaodusha.spr	171			0	0	0			0	0	0	520	0	0	0	54	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	10	20	13	0	0	0	0		0					0	0	0	2	1	xuedaodusha	Đao pháp sơ cấp Ngũ Độc, tấn công độc một đối thủ.
Ngũ Độc Đao Pháp	Hỗ trợ bị động	77	3					1			-1			\image\icon\fightskill\wudu\wududaofa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	wududaofa	Đao pháp nhập môn Ngũ Độc, tăng sát thương đao.
Vô Hình Cổ	Hỗ trợ chủ động	78	2				buff	1			-1			\image\icon\fightskill\wudu\wuxinggu.spr	171			442	0	0			0	2	0	0	0	0	0	0	-1	1	0	11	-1	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	2	1	wuxinggu	Cổ độc của đệ tử Ngũ Độc, cách một quãng thời gian sẽ tự hạ độc trong 10 giây, áp sát đối phương và dùng độc công.
Vô Hình Cổ & Đạn		79	5	0	3		atk_add	1			-1							0	0	90			0	2	0	0	0	0	0	669	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	2	1	wuxinggu_child	
Bách Độc Xuyên Tâm	Chủ động	80	5	0	1		atk_phy_far	1			2			\image\icon\fightskill\wudu\baiduchuanxin.spr	172			0	0	0			0	0	0	520	0	2	6	56	-1	2	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	50	20	13	0	0	0	0		0					0	0	0	2	1	baiduchuanxin	Đao pháp trung cấp Ngũ Độc, tấn công 2 lần tầm xa trong phạm vi nhỏ.
Thí Độc Thuật	Hỗ trợ bị động	81	3					1			-1			\image\icon\fightskill\wudu\shidushu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	40	20	0	0	0	0	0		0					0	0	0	0	1	shidushu	Độc thuật trung cấp Ngũ Độc, tăng chính xác và xác suất chí mạng.
Vạn Cổ Thực Tâm	Bùa chú (bị động)	82	3					1			-1			\image\icon\fightskill\wudu\wangushixin.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	70	20	0	0	0	0	0		0					0	0	0	0	1	wangushixin	Tự động thi triển bùa chú, giảm kháng đối thủ trong phạm vi nhỏ.
Huyền Âm Trảm	Chủ động	83	5	0	1		atk_phy_far	1			-1			\image\icon\fightskill\wudu\xuanyinzhan.spr	174			0	0	0			0	0	0	640	1	2	4	672	-1	2	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	84	90	20	13	0	0	0	0		0					0	0	0	2	1	xuanyinzhan	Đao pháp cao cấp Ngũ Độc, tấn công 2 lần đối thủ trên đường thẳng, đánh trúng đối thủ sẽ tạo nên sát thương trong thời gian ngắn cho các mục tiêu đứng gần.
Tinh Không Phá	Chủ động	84	5	1	1		atk_phy_far	1			-1							0	0	0			0	0	0	0	0	0	0	673	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	20	13	0	0	0	0		0				3	0	0	0	2	1	xingkongpo	
Ngũ Độc Kỳ Kinh	Hỗ trợ bị động	85	3					1			-1			\image\icon\fightskill\wudu\wuduqijing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	wuduqijing	Tuyệt học Ngũ Độc, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Độc Sa Chưởng	Chủ động	86	5	1	2		atk_mag_far	1			1			\image\icon\fightskill\wudu\dushazhang.spr	175			0	0	0			0	0	0	520	0	0	0	60	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	11	1	0	0	0		0					0	0	0	2	1	dushazhang	Chưởng pháp sơ cấp Ngũ Độc, tấn công tầm xa một đối thủ.
Ngũ Độc Chưởng Pháp	Hỗ trợ bị động	87	3					1			-1			\image\icon\fightskill\wudu\wuduzhangfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	wuduzhangfa	Chưởng pháp nhập môn Ngũ Độc, tăng sát thương quyền.
Bi Ma Huyết Quang	Bùa chú (bị động)	88	3					1			-1			\image\icon\fightskill\wudu\beimoxueguang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	70	20	0	0	0	0	0		0					0	0	0	0	1	beimoxueguang	Tự động tung bùa, kéo dài kháng ngũ hành, kháng độc công và tỷ lệ chí mạng
Thương Thiên 120_Tử		89	5	1	3		buff_ally	1			-1							483	0	0			0	3	0	0	0	0	0	603	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	allynoself	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0				2	0	0	0	0	1	qiangtian120_child	
Thiên Canh Địa Sát	Chủ động	90	5	1	2		atk_mag_far	1			1			\image\icon\fightskill\wudu\tiangangdisha.spr	177			0	0	0			0	0	0	520	0	0	0	63	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	50	20	11	1	0	0	0		0					0	0	0	2	1	tiangangdisha	Chưởng pháp trung cấp Ngũ Độc, tấn công tầm xa trong phạm vi nhỏ.
Ngân Ti Phi Thù	Hỗ trợ bị động	91	3					1			-1			\image\icon\fightskill\wudu\qudushu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	40	20	0	0	0	0	0		0					0	0	0	0	1	yinsifeizhu	Tuyệt kỹ khinh công Ngũ Độc, tăng tốc độ chạy.
Xuyên Tâm Độc Thích	Hỗ trợ bị động	92	3					1			-1			\image\icon\fightskill\wudu\chuanxinduci.spr	178			0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	chuanxinduci	Tâm pháp sơ cấp Ngũ Độc, kéo dài thời gian trúng độc.
Âm Phong Thực Cốt	Chủ động	93	5	1	2		atk_mag_far	1			3			\image\icon\fightskill\wudu\yinfengshigu.spr	179			0	0	0			0	0	0	520	0	0	0	65	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	90	20	11	1	0	0	0		0					0	0	0	2	1	yinfengshigu	Tấn công 2 lần trong cự ly gần, khi skill này kết thúc sẽ thi triển skill phụ
Thiên Canh Độc Thủ	Chủ động	94	5	1	1		atk_mag_far	1			2							0	0	0			0	0	0	0	0	0	0	66	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	11	1	0	0	0		0					0	0	0	2	1	yinfengshigu_child	
Bách Cổ Độc Kinh	Hỗ trợ bị động	95	3					1			-1			\image\icon\fightskill\wudu\baigudujing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	baigudujing	Tuyệt học Ngũ Độc, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Phiêu Tuyết Xuyên Vân	Chủ động	96	5	0	1		atk_mag_far	1			1			\image\icon\fightskill\emei\piaoxuechuanyun.spr	180			0	0	0			0	0	0	520	0	0	0	67	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	11	1	0	0	0		0					0	0	0	3	1	piaoxuechuanyun	Chưởng pháp sơ cấp Nga My, tấn công tầm xa một đối thủ.
Nga My Chưởng Pháp	Hỗ trợ bị động	97	3					1			-1			\image\icon\fightskill\emei\emeizhangfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	emeizhangfa	Chưởng pháp nhập môn Nga My, tăng sát thương quyền.
Từ Hàng Phổ Độ	 Hỗ trợ Chủ động	98	5	1	2			1			-1			\image\icon\fightskill\emei\cihangpudu.spr	181		\audio\fightskill\emei\em_chpd_fm.wav	25	0	0			0	2	0	520	0	0	0	68	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	1	ally	0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	cihangpudu	Phật pháp sơ cấp Nga My, hồi phục sinh lực phe ta trong phạm vi, HP càng cao, sinh lực hồi phục càng cao.
Tứ Tượng Đồng Quy	Chủ động	99	5	1	2		atk_mag_far	1			2			\image\icon\fightskill\emei\sixiangtonggui.spr	182			0	0	0			0	0	0	520	0	0	0	69	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	100	0	0	0	0	0	50	20	11	1	0	0	0		0					0	1	0	3	1	sixiangtonggui	Tấn công phạm vi nhỏ, đồng thời bắn ra băng tấn công đối thủ lân cận.
Tứ Tượng Đồng Quy_Phát tán	Chủ động	100	5	4	1		atk_mag_far	1			2							0	0	0			0	0	0	0	0	0	0	70	-1	4	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	11	1	0	0	112		0					0	0	0	3	1	sixiangtonggui_child	
Phật Tâm Từ Hựu	Hỗ trợ phòng thủ	101	4	1	1		aura	1			-1			\image\icon\fightskill\emei\foxinciyou.spr				26	0	90			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	276	0	0	0	0	0	40	20	0	0	0	0	0		0					1	1	0	0	1	foxinciyou	Tăng sinh lực nội lực tối đa cho mình và đồng đội trong vòng sáng.
Lưu Thủy Quyết	Hỗ trợ chiến đấu	102	4	1	1		aura	1			-1			\image\icon\fightskill\emei\liushui.spr				27	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	241	0	0	0	0	0	70	20	0	0	0	0	0		0					1	1	0	0	1	liushuijue	Tăng tốc độ di chuyển cho mình và đồng đội trong vòng sáng.
Phong Sương Toái Ảnh	Chủ động	103	5	1	2		atk_mag_far	1			1			\image\icon\fightskill\emei\fengshuangsuiying.spr	183			0	0	0			0	0	0	520	0	0	0	73	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	90	20	11	1	0	0	0		0					0	0	0	3	1	fengshuangsuiying	Chưởng pháp cao cấp Nga My, trực tiếp tấn công đối thủ trên diện rộng, đồng thời phát ra thức thứ 2 theo dõi mục tiêu tấn công.
Kim Đỉnh Phật Quang	Chủ động	104	5	4	3		atk_mag_far	1			3							0	0	0			0	0	0	0	0	0	0	74	-1	3	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	11	1	0	0	32		0					0	0	0	3	1	jindingfoguang	
Phật Pháp Vô Biên	Hỗ trợ bị động	105	3					1			-1			\image\icon\fightskill\emei\fofawubian.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	fofawubian	Tuyệt học Nga My, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Mộng Điệp	Hỗ trợ hồi phục	106	4	1	1		aura	1			-1			\image\icon\fightskill\emei\mengdie.spr				28	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	277	0	0	0	0	0	20	10	0	0	0	0	0		0					1	1	0	0	1	mengdie	Hồi sinh lực nội lực cho mình, đồng đội trong vòng sáng, và giảm suy yếu
Phật Âm Chiến Ý	Chủ động	107	5	1	1		atk_mag_far	1			-1			\image\icon\fightskill\emei\foyinzhanyi.spr	184			0	0	0			0	0	0	520	0	2	4	76	-1	3	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	12	0	0	0	0		0					0	0	0	3	1	foyinzhanyi	Nội công sơ cấp Nga My, tấn công tầm xa một hàng đối thủ 3 lần.
Thanh Âm Phạn Xướng	Hỗ trợ phòng thủ	108	4	1	1		aura	1			-1			\image\icon\fightskill\emei\qingyinfanchang.spr				29	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	278	0	0	0	0	0	90	20	0	0	0	0	0		0					1	1	0	0	1	qingyinfanchang	Giảm thời gian bị thương, suy yếu, chậm, bỏng, choáng cho mình và đồng đội
Thiên Phật Thiên Diệp	Hỗ trợ chiến đấu	109	4	1	1			1			-1			\image\icon\fightskill\emei\puduzhongsheng.spr				30	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	50	20	0	0	0	0	0		0					1	0	0	0	1	qianfoqianye	Phật pháp trung cấp Nga My, tập hợp nhiều hỗ trợ.
Phật Quang Phổ Chiếu	 Hỗ trợ Chủ động	110	5	0	2			1			-1			\image\icon\fightskill\emei\foguangpuzhao.spr	185		\audio\fightskill\emei\em_fgpz_fm.wav	655	0	0			0	2	0	520	0	0	0	79	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	1	ally	0	0	0	0	0	0	0	60	10	0	0	0	0	0		0					0	0	0	0	1	foguangpuzhao	Phật pháp cao cấp Nga My, khiến phe ta khi chịu nguy hiểm chí mạng có thể vô địch vài giây và miễn dịch trạng thái tiêu cực 1 lần.
Phong Quyển Tàn Tuyết	Chủ động	111	5	0	1		atk_mag_far	1			1			\image\icon\fightskill\cuiyan\fengjuancanxue.spr	186			0	0	0			0	0	0	640	0	0	0	80	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	12	1	0	0	0		0					0	0	0	3	1	fengjuancanxue	Kiếm pháp sơ cấp Thúy Yên, tấn công xuyên theo đường thẳng.
Thúy Yên Kiếm Pháp	Hỗ trợ bị động	112	3					1			-1			\image\icon\fightskill\cuiyan\cuiyanjianfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	cuiyanjianfa	Kiếm pháp nhập môn Thúy Yên, tăng sát thương kiếm.
Hộ Thể Hàn Băng	Hỗ trợ bị động	113	3					1			-1			\image\icon\fightskill\cuiyan\hutihanbing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	hutihanbing	Tâm pháp Thúy Yên, có thể phản đòn tầm xa và tăng khả năng né tránh.
Bích Hải Triều Sinh	Chủ động	114	5	0	1		atk_mag_far	1			1			\image\icon\fightskill\cuiyan\bihaichaosheng.spr	187			0	0	0			0	0	0	640	0	0	0	81	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	50	20	12	1	0	0	0		0					0	0	0	3	1	bihaichaosheng	Kiếm pháp Thúy Yên, tấn công xuyên trong phạm vi nhỏ theo đường thẳng.
Tuyết Ảnh	Hỗ trợ chủ động	115	2				buff	1			-1			\image\icon\fightskill\cuiyan\xueying.spr	188	\audio\fightskill\cuiyan\cy_xy_h.wav	\audio\fightskill\cuiyan\cy_xy_h.wav	31	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	40	20	0	0	0	0	0		0					1	0	0	0	1	xueying	Tâm pháp sơ cấp Thúy Yên, tăng tốc độ chạy bản thân.
Tuyết Ánh Hồng Trần	Hỗ trợ chiến đấu	116	4	1	1		aura	1			-1			\image\icon\fightskill\cuiyan\xueyinghongchen.spr		\audio\fightskill\cuiyan\cy_xyhc_h.wav	\audio\fightskill\cuiyan\cy_xyhc_h.wav	32	0	45			1	2	0	0	0	0	0	146	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	244	0	0	0	0	0	70	20	0	0	0	0	0		0					1	1	0	0	1	xueyinghongchen	Tăng hiệu suất hồi sinh lực và nội lực cho mình, đồng đội trong vòng sáng
Băng Tâm Tiên Tử	Chủ động	117	5	0	1		atk_mag_far	1			1			\image\icon\fightskill\cuiyan\bingxinxianzi.spr	189			0	0	0			0	0	0	640	0	0	0	83	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	90	20	12	1	0	0	0		0					0	0	0	3	1	bingxinxianzi	Tấn công xuyên đường thẳng phạm vi nhỏ, lúc đi qua sẽ kích hoạt skill phụ
Phong Tuyết Băng Thiên	Chủ động	118	5	1	1		atk_mag_far	1			1							0	0	0			0	0	0	500	0	0	0	84	-1	1	1	14	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	12	1	0	0	64		0					0	0	0	3	1	fengxuebingtian	
Băng Cốt Tuyết Tâm	Hỗ trợ bị động	119	3					1			-1			\image\icon\fightskill\cuiyan\bingguxuexin.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	bingguxuexin	Tuyệt học Thúy Yên, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Phong Hoa Tuyết Nguyệt	Chủ động	120	5	0	1		atk_phy_far	1			1			\image\icon\fightskill\cuiyan\fenghuaxueyue.spr	190			0	0	0			0	0	0	520	0	0	0	85	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	10	20	13	1	0	0	0		0					0	0	0	3	1	fenghuaxueyue	Đao pháp sơ cấp Thúy Yên, tấn công băng tầm xa một đối thủ.
Thúy Yên Đao Pháp	Hỗ trợ bị động	121	3					1			-1			\image\icon\fightskill\cuiyan\cuiyandaofa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	cuiyandaofa	Đao pháp nhập môn Thúy Yên, tăng sát thương đao.
Ngự Tuyết Ẩn	Hỗ trợ chủ động	122	2				buff	1			-1			\image\icon\fightskill\cuiyan\yuxueyin.spr	191	\audio\fightskill\cuiyan\cy_yxy_h.wav	\audio\fightskill\cuiyan\cy_yxy_h.wav	48	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	1	0	0	1	yuxueyin	Tâm pháp cao cấp Thúy Yên, ẩn thân trong màn tuyết trắng bí ẩn, khiến kẻ địch không thể phát hiện, hiệu quả bị hủy sau vài lần bị tấn công.
Mục Dã Lưu Tinh	Chủ động	123	5	4	1		atk_phy_far	1			2			\image\icon\fightskill\cuiyan\muyeliuxing.spr	192			0	0	0			0	0	0	500	1	2	2	86	-1	10	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	50	20	13	1	0	0	64		2					0	0	0	3	1	muyeliuxing	Đao pháp trung cấp Thúy Yên, phóng ra ba trụ băng tấn công băng tầm xa.
Băng Tâm Thiến Ảnh	Hỗ trợ bị động	124	3					1			-1			\image\icon\fightskill\cuiyan\bingxinqianying.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	70	20	0	0	0	0	0		0					0	0	0	0	1	bingxinqianying	Tâm pháp trung cấp Thúy Yên, tăng chính xác bản thân, sát thương chí mạng và thời gian kháng tính trạng thái tiêu cực.
Băng Tung Vô Ảnh	Chủ động	125	5	2	1		atk_phy_far	1			5			\image\icon\fightskill\cuiyan\bingzongwuying.spr	193			0	0	0			0	0	0	80	1	5	2	1131	-1	3	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	90	20	13	1	0	0	32		0					0	0	0	3	1	bingzongwuying	Đao pháp cao cấp Thúy Yên, thi triển 3 tia băng tấn công đối thủ, đồng thời tấn công kẻ địch ở gần.
Băng Tâm Tuyết Liên	Chủ động	126	5	1	1		atk_phy_far	1			4							0	0	0			0	0	0	500	0	0	0	1132	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	20	13	1	0	0	64		0					0	0	0	3	1	bingxinxuelian	
Băng Cơ Ngọc Cốt	Hỗ trợ bị động	127	3					1			-1			\image\icon\fightskill\cuiyan\bingjiyugu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	bingjiyugu	Tuyệt học Thúy Yên, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Kiến Nhân Thân Thủ	Chủ động	128	5	0	1		atk_mag_far	1			1			\image\icon\fightskill\gaibang\jianrenshenshou.spr	194			0	0	0			0	0	0	520	0	0	0	89	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	11	1	0	0	0		0					0	0	0	4	1	jianrenshenshou	Chưởng pháp sơ cấp Cái Bang, tấn công tầm xa một đối thủ.
Cái Bang Chưởng Pháp	Hỗ trợ bị động	129	3					1			-1			\image\icon\fightskill\gaibang\gaibangzhangfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	gaibangzhangfa	Chưởng pháp nhập môn Cái Bang, tăng sát thương quyền.
Hóa Hiểm Vi Di	Hỗ trợ bị động	130	3					1			-1			\image\icon\fightskill\gaibang\huaxianweiyi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	huaxianweiyi	Nội công Cái Bang, có thể phản đòn cận chiến và tăng khả năng né tránh.
Hàng Long Hữu Hối	Chủ động	131	5	3	1		atk_mag_far	1			2			\image\icon\fightskill\gaibang\kanglongyouhui.spr	195			0	0	0			0	0	0	520	1	0	0	808	-1	7	0	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	50	20	11	1	0	0	-640		4					0	0	0	4	1	kanglongyouhui	Chưởng pháp trung cấp Cái Bang, xuất nhiều chiêu tấn công đối thủ trước mặt trong phạm vi rộng, vị trí càng xa, chiêu thức càng dày đặc.
